Shanghai	상하이
North Carolina	노스캐롤라이나
Noske	노스케
Northcliffe	노스클리프
nostalgia	노스탤지어
no step	노스텝
Nostradamus	노스트라다무스
no out	노아웃
NOR	노어
noegenesis	노에제네시스
Noel-Baker	노엘베이커
know where	노웨어
noy	노이
Neumann	노이만
noise	노이즈
noise reduction	노이즈리덕션
noil	노일
noil cloth	노일클로스
nose veil	노즈베일
nose clip	노즈클립
nozzle	노즐
notch	노치
no-count	노카운트
knocker	노커
no control	노컨트롤
no cut	노컷
no comment	노코멘트
knock	노크
knocking	노킹
knocking on	노킹온
NOTAM	노탐
no touch	노터치
notornis	노토르니스
nothosaurus	노토사우루스
note	노트
knot	노트
Notre Dame	노트르담
Notre Dame de Reims	노트르담 드랭스
notebook	노트북
notebook computer	노트북컴퓨터
Norfolk	노퍽
Norfolk jacket	노퍽재킷
nauplius	노플리우스
no pitch	노피치
knowhow	노하우
no-hit flinging	노히트플링잉
knockdown	녹다운
Knox	녹스
Knoxville	녹스빌
knockout	녹아웃
knockout blow	녹아웃블로
knock-on	녹온
nocturne	녹턴
noctovision	녹토비전
Nonnos	논노스
nonrun stocking	논런스타킹
nonstop	논스톱
nonstop computer	논스톱컴퓨터
nonactin	논악틴
non in	논인
nonimpact printer	논임팩트프린터
non cling	논클링
nontitle	논타이틀
nontitle match	논타이틀매치
nonfiction	논픽션
Nolde	놀데
Emil	에밀
nolina	놀리나
Nome	놈
Neuchâtel	뇌샤텔
Noether	뇌터
Njord	뇨르드
gnu	누
nunatak	누나탁
nude	누드
nude look	누드룩
nude mouse	누드마우스
nude model	누드모델
nude show	누드쇼
nude stocking	누드스타킹
noodle	누들
Nurmi	누르미
noumenon	누메논
Numidia	누미디아
Nut	누트
new criticism	뉴 크리티시즘
New Fund	뉴 펀드
Newgate	뉴게이트
new glass	뉴글라스
New Guinea	뉴기니
New Naturalism	뉴내추럴리즘
New Delhi	뉴델리
New Deal	뉴딜
neuraminidase	뉴라미니다아제
Newlands	뉴랜즈
John Alexander Reina	존 알렉산더 레이나
neuron	뉴런
New London	뉴런던
new rating	뉴레이팅
neuro computer	뉴로컴퓨터
new rock	뉴록
new look	뉴룩
New Realism	뉴리얼리즘
new magnetics	뉴매그네틱스
pneumatic caisson	뉴매틱케이슨
pneumatic hammer	뉴매틱해머
Newman	뉴먼
new mode	뉴모드
new media	뉴미디어
new millennium	뉴밀레니엄
New Bedford	뉴베드퍼드
Newbolt	뉴볼트
New Britain	뉴브리튼
new business	뉴비즈니스
new science	뉴사이언스
new ceramics	뉴세라믹스
new soul	뉴솔
news	뉴스
news reel	뉴스릴
news value	뉴스밸류
news sense	뉴스센스
news source	뉴스소스
news show	뉴스쇼
news story	뉴스스토리
news analyst	뉴스애널리스트
news camera	뉴스카메라
news caster	뉴스캐스터
news ticker	뉴스티커
new cinema	뉴시네마
New Ireland	뉴아일랜드
New Atlantis	뉴아틀란티스
Newark	뉴어크
new age	뉴에이지
New Orleans	뉴올리언스
New Orleans jazz	뉴올리언스재즈
New York	뉴욕
new wave	뉴웨이브
New England	뉴잉글랜드
new jazz	뉴재즈
new journalism	뉴저널리즘
New Georgia	뉴조지아
New Zealand	뉴질랜드
New Caledonia	뉴칼레도니아
New Cascade Tunnel	뉴캐스케이드터널
Newcastle	뉴캐슬
New Castle	뉴캐슬
Newcastle upon Tyne	뉴캐슬어폰타인
Newcomen	뉴커먼
Newcomb	뉴컴
nuclease	뉴클레아제
nucleonics	뉴클레오닉스
nucleoside	뉴클레오시드
nucleocapsid	뉴클레오캡시드
nucleotide	뉴클레오티드
nucleohistone	뉴클레오히스톤
nuclein	뉴클레인
Newton	뉴턴
newton	뉴턴
neutral	뉴트럴
neutral zone	뉴트럴존
neutral corner	뉴트럴코너
neutron	뉴트론
neutrino	뉴트리노
nutria	뉴트리아
new fashion	뉴패션
Newfoundland	뉴펀들랜드
Newfoundland Bank	뉴펀들랜드 뱅크
new face	뉴페이스
new painting	뉴페인팅
Newport	뉴포트
Newport Jazz Festival	뉴포트재즈페스티벌
New Frontier	뉴프런티어
New Providence	뉴프로비던스
New Plymouth	뉴플리머스
New Philippines	뉴필리핀
new heavy	뉴헤비
neume	늄
Nehemiah	느헤미야
Negro	니그로
Negro minstrels	니그로민스트럴
nigrosine	니그로신
Negroid	니그로이드
Negrillo	니그릴로
Nineveh	니네베
Ninib	니니브
kneader	니더
Needham	니덤
John Turberville	존 터버빌
needle	니들
NIRA	니라
niridazole	니리다졸
Martin	마르틴
Nimitz	니미츠
Niebuhr	니부어
nystatin	니스타틴
nialamide	니알라마이드
Niya	니야
near miss	니어미스
near ball	니어볼
near fall	니어폴
NIEO	니에오
Niobe	니오베
Nizan	니장
NIES	니즈
Nietzsche	니체
Nietzscheism	니체이즘
niche	니치
knickerbockers	니커보커스
knickers	니커스
Nicholson	니컬슨
Ben	벤
Nicolson	니컬슨
nikethamide	니케서마이드
nickel	니켈
nickel silver	니켈실버
nickel carbonyl	니켈카르보닐
Nicot	니코
nicotine	니코틴
nicotinamide adenine dinucleotide	니코틴아미드아데닌디뉴클레오티드
Nikon	니콘
Nicolle	니콜
Nicol	니콜
Nicolaus	니콜라우스
Nicolaus Cusanus	니콜라우스 쿠사누스
Nikolai	니콜라이
niccolite	니콜라이트
Nicol prism	니콜프리즘
nichrome	니크롬
nichrome heater	니크롬히터
Nichlisch	니클리슈
nit	니트
knit	니트
nitramine	니트라민
nitro	니트로
nitrogen mustard	니트로겐머스터드
nitroguanidine	니트로구아니딘
nitroglycerin	니트로글리세린
nitroglycol	니트로글리콜
nitronaphthalene	니트로나프탈렌
nitromethane	니트로메탄
nitromine	니트로민
nitrobenzene	니트로벤젠
nitrobenzol	니트로벤졸
nitrocellulose	니트로셀룰로오스
nitroso group	니트로소그룹
nitrosoamine	니트로소아민
nitrosyl	니트로실
nitrotoluene	니트로톨루엔
nitroparaffin	니트로파라핀
nitrophenol	니트로페놀
nitrofurazone	니트로푸라존
nitron	니트론
nitrile	니트릴
knit wear	니트웨어
knit pullover	니트풀오버
nitinol	니티놀
knitting	니팅
nipper	니퍼
Nippur	니푸르
Niflheim	니플헤임
kneehold	니홀드
nihilist	니힐리스트
nihilism	니힐리즘
nickname	닉네임
NICS	닉스
Nixon	닉슨
Nixon Doctrine	닉슨독트린
ninhydrin	닌히드린
Neill	닐
nilgai	닐가이
Nielsen	닐센
nilssonia	닐소니아
Neilson	닐슨
Nimrud	님루드
nymphomania	님포마니아
nymph	님프
Dagan	다간
Daguerre	다게르
Dagobert	다고베르트
Danae	다나에
Danaos	다나오스
Dannemann	다네만
Daniel	다니엘
Daniell	다니엘
Daniel-Rops	다니엘롭스
dadaist	다다이스트
dadaism	다다이즘
Dhahran	다란
Dharmaraksa	다르마락사
Dharmakirti	다르마키르티
Darboux	다르부
Dar es Salaam	다르에스살람
Darchan	다르한
Darius	다리우스
damaru	다마루
dammar	다마르
damask	다마스크
Damocles	다모클레스
Damiani	다미아니
Damien de Veuster	다미앵
Daveluy	다블뤼
Dabit	다비
Darby	다비
David d'Angers	다비드당제
DASD	다스드
Dayan	다얀
Dayan Khan	다얀 칸
daonella	다오넬라
Dowden	다우든
Dow metal	다우메탈
Dowson	다우슨
down	다운
download	다운로드
downloading	다운로딩
down beat	다운비트
downsizing	다운사이징
down-swing	다운스윙
down jacket	다운재킷
down quark	다운쿼크
downtown	다운타운
down field	다운필드
Dowland	다울런드
Darwinism	다위니즘
Darwin	다윈
die	다이
dynamic RAM	다이내믹램
dynamic meter	다이내믹미터
dynamic	다이나믹
dynamite	다이너마이트
dynamo	다이너모
dynamometer	다이너모미터
dynamism	다이너미즘
dynatron	다이너트론
Dynel	다이넬
Daedalos	다이달로스
diver	다이버
diverter	다이버터
dive tackle	다이브태클
diving	다이빙
diving pass	다이빙패스
dice	다이스
Deissmann	다이스만
Dicey	다이시
diamond	다이아몬드
diamond game	다이아몬드게임
diamond ring	다이아몬드링
diamond bit	다이아몬드비트
diazinone	다이아지논
diazine	다이아진
dialysis	다이알리시스
Diana	다이애나
diametral pitch	다이애미트럴피치
diagram	다이어그램
diary	다이어리
diaspore	다이어스포어
diatonic	다이어토닉
diet	다이어트
diaphragm pump	다이어프램 펌프
diaphragm valve	다이어프램밸브
dial	다이얼
dial gauge	다이얼게이지
dialogue	다이얼로그
dial indicator	다이얼인디케이터
diode	다이오드
dioxine	다이옥신
die casting	다이캐스팅
dipole	다이폴
dipole antenna	다이폴안테나
dyne	다인
Dines	다인스
dilatancy	다일레이턴시
dime	다임
Daimler	다임러
Dakar	다카르
docudrama	다큐드라마
documentary	다큐멘터리
dark	다크
dark circle	다크 서클
dark blue	다크블루
dark stage	다크스테이지
dark studio	다크스튜디오
dark open	다크오픈
dark change	다크체인지
dark curtain	다크커튼
dark horse	다크호스
Dacia	다키아
dart	다트
Dart	다트
Daphne	다프네
Daphnis	다프니스
dahana	다하나
Dahomey	다호메이
doctor stop	닥터스톱
D'Annunzio	단눈치오
Danzig	단치히
Dante	단테
Daladier	달라디에
Dalai Lama	달라이라마
Dallapiccola	달라피콜라
d'Alembert	달랑베르
dollar	달러
dollar usance	달러 유전스
dollar box	달러박스
dollar-bill	달러빌
dollar shock	달러쇼크
Dallet	달레
Dali	달리
dahlia	달리아
Darlington	달링턴
Darlingtonia	달링토니아
Dalmatian	달마티안
Dahlmann	달만
Dalcroze	달크로즈
DAMN	담
Dam	담
d'Indy	당디
Danton	당통
damage	대미지
D'Avenant	대버넌트
davit	대빗
dash	대시
DASH	대시
dash pot	대시포트
dandy	댄디
dandyism	댄디즘
danburite	댄버라이트
dancer	댄서
dance	댄스
dance party	댄스파티
dance hall	댄스홀
dam	댐
damper	댐퍼
Dampier	댐피어
dugout	더그아웃
Douglas	더글러스
Dunedin	더니든
Dudley	더들리
Durham	더럼
dummy	더미
double	더블
double nelson	더블넬슨
double date	더블데이트
double dribble	더블드리블
double role	더블롤
double reed	더블리드
Dublin	더블린
Dublin system	더블린시스템
doublet	더블릿
double market	더블마켓
double bassoon	더블바순
double barrel	더블배럴
double bed	더블베드
double bass	더블베이스
double bogey	더블보기
double sharp	더블샤프
double sculls	더블스컬
double score	더블스코어
double stopping	더블스토핑
double stitch	더블스티치
double steal	더블스틸
double word	더블워드
WWW	더블유더블유더블유
WWF	더블유더블유에프
WBC	더블유비시
WBA	더블유비에이
WCC	더블유시시
WCL	더블유시엘
WCOTP	더블유시오티피
WCP	더블유시피
WIPO	더블유아이피오
WHO	더블유에이치오
WFC	더블유에프시
WFS	더블유에프에스
WFTU	더블유에프티유
WFP	더블유에프피
WMO	더블유엠오
WEU	더블유이유
WTO	더블유티오
WTO	더블유티오
WPI	더블유피아이
double exposure	더블익스포저
double collar	더블칼라
double cast	더블캐스트
double clutch	더블클러치
double click	더블클릭
double tracking	더블트래킹
double foul	더블파울
double punch	더블펀치
double fault	더블폴트
double printing	더블프린팅
double flat	더블플랫
double play	더블플레이
double plot	더블플롯
doubleheader	더블헤더
double helical gear	더블헬리컬기어
Derby	더비
Derby tie	더비타이
dubbing	더빙
dubbing machine	더빙머신
Dust Bowl	더스트볼
dust stop	더스트스톱
Dos Passos	더스패서스
Dutch wife	더치와이프
Dutch coffee	더치커피
Dutch pessary	더치페서리
ducking	더킹
dirt course	더트코스
duff	더프
duffle	더플
duffle coat	더플코트
duck pins	덕핀스
Donne	던
Dundee	던디
Dunlop	던롭
Dunsany	던세이니
Duns Scotus	던스스코터스
Dunstable	던스터블
Dulles	덜레스
Duluth	덜루스
dulcimer	덜시머
dumbwaiter	덤웨이터
dumper	덤퍼
dump	덤프
Dumfries	덤프리스
dump car	덤프카
dump truck	덤프트럭
dumping	덤핑
Duncan	덩컨
dunk shoot	덩크슛
De Gasperi	데가스페리
Denebola	데네볼라
Deneb	데네브
Dennecker	데네커
Denny	데니
denier	데니어
denim	데님
Dedekind	데데킨트
dead	데드
dead cross	데드 크로스
dead dive	데드다이브
deadline	데드라인
dead rent	데드렌트
dead lift	데드리프트
dead ball	데드볼
dead-ball line	데드볼라인
dead space	데드스페이스
dead-end generation	데드엔드제너레이션
dead weight	데드웨이트
dead zone	데드존
dead copy	데드카피
dead point	데드포인트
dead hit	데드히트
De la Mare	데라메어
derris	데리스
derrick	데릭
demagogue	데마고그
demagogy	데마고기
demagogism	데마고기즘
Demeter	데메테르
Dehmel	데멜
demo	데모
Demosthenes	데모스테네스
democracy	데모크라시
Democritos	데모크리토스
demo program	데모프로그램
Desmoulins	데물랭
Demian	데미안
Deminform	데민포름
De Mille	데밀
Cecil Blount	세실 블런트
Deva	데바
Devadatta	데바닷타
Devonshire	데번셔
Debs	데브스
devitroceramics	데비트로세라믹스
De Sanctis	데상크티스
Deschamps	데샹
Desnos	데스노스
death mask	데스마스크
desmosome	데스모솜
desmostylus	데스모스틸루스
desmoceras	데스모케라스
desmopressin	데스모프레신
Death Valley	데스밸리
death education	데스에듀케이션
descant	데스캔트
desk	데스크
desktop	데스크톱
desktop computer	데스크톱컴퓨터
Destutt de Tracy	데스튀트 드트라시
Despiau	데스피오
decigram	데시그램
deciliter	데시리터
decimeter	데시미터
decibel	데시벨
deciare	데시아르
De Sica	데시카
Vittorio	비토리오
desiccator	데시케이터
desipramine	데시프라민
De Amicis	데아미치스
Deucalion	데우칼리온
day	데이
day wear	데이 웨어
day trader	데이 트레이더
day trading	데이 트레이딩
Dana	데이나
James Dwight	제임스 드와이트
Day Lewis	데이루이스
Deimos	데이모스
Davy	데이비
David Copperfield	데이비드 코퍼필드
Davy lamp	데이비램프
Davis	데이비스
Davis Cup	데이비스컵
Davisson	데이비슨
daisy	데이지
daycare	데이케어
Dacron	데이크론
data	데이터
data register	데이터레지스터
data model	데이터모델
data bank	데이터뱅크
data bus	데이터버스
data base	데이터베이스
database service	데이터베이스서비스
data telephone	데이터텔레폰
data file	데이터파일
dataphone	데이터폰
data flow machine	데이터플로머신
Dayton	데이턴
date	데이트
Dale	데일
daily spread	데일리스프레드
Desargue	데자르그
deca	데카
decagram	데카그램
decaracket	데카라켓
decare	데카르
Descartes	데카르트
decaliter	데카리터
Decameron	데카메론
decameter	데카미터
decatron	데카트론
decane	데칸
decalogue	데칼로그
Decalin	데칼린
decoration	데커레이션
declamation	데클러메이션
detonation	데토네이션
DEFCON	데프콘
deck	덱
deck shoes	덱 슈즈
deck golf	덱골프
deck billiard	덱빌리어드
dexamethasone	덱사메타손
dextran	덱스트란
dextrin	덱스트린
dendrobium	덴드로븀
Denmark	덴마크
Denver	덴버
densitometer	덴시토미터
Dell	델
delaware	델라웨어
Delaware	델라웨어
Deledda	델레다
Delilah	델릴라
del Monaco	델모나코
delta	델타
delta metal	델타메탈
Delphi	델피
delphinine	델피닌
Dogger Bank	도거뱅크
dog-leg	도그레그
dogma	도그마
Donatello	도나텔로
Donatus	도나투스
donor	도너
doughnut	도넛
Donnay	도네
Donizetti	도니체티
Daudet	도데
dodo	도도
Paul Gustave	폴 귀스타브
Dornier	도르니에
Dorie	도리
Domagk	도마크
Domenichino	도메니키노
domain	도메인
domain name system	도메인 네임 시스템
domain name	도메인네임
Dominatus	도미나투스
dominant	도미넌트
domino	도미노
Dominica	도미니카
Dominic	도미니크
Daumier	도미에
Domitianus	도미티아누스
Dover	도버
Dobermann	도베르만
Dobermann pinscher	도베르만핀셔
dobutamine	도부타민
Gabriel Auguste	가브리엘 오귀스트
Daubigny	도비니
DOS	도스
doeskin	도스킨
Dawson	도슨
dosimeter	도시미터
doorman	도어맨
door engine	도어엔진
door chain	도어체인
door check	도어체크
Doisy	도이지
Doyle	도일
dodge	도지
documentation	도큐멘테이션
docking	도킹
dot	도트
dot	도트
dot map	도트맵
dot printer	도트프린터
dot pitch	도트피치
